City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Toora-Khem,100,RU,1579454071,95,52.47,96.11,-4.05,1.14
Aripuana,68,BR,1579454071,45,-9.17,-60.63,95.65,1.74
Lexington,90,US,1579453806,62,37.99,-84.48,28.0,12.75
Leningori,90,GE,1579454071,88,42.13,44.48,35.6,4.7
Eresos,40,GR,1579454071,66,39.17,25.93,50.0,10.29
Semey,98,KZ,1579454072,95,50.41,80.23,15.22,8.34
Tepusteca,40,HN,1579454072,65,15.42,-86.32,82.4,2.24
America Dourada,2,BR,1579454072,35,-11.46,-41.44,88.47,10.27
Liverpool,75,GB,1579453979,100,53.41,-2.98,42.01,5.82
Fort Nelson,20,CA,1579454072,74,58.81,-122.7,-23.8,3.36
Lumphat,0,KH,1579454072,67,13.49,106.98,68.22,9.35
Shaunavon,42,CA,1579454072,97,49.65,-108.42,-3.75,10.58
Keti Bandar,0,PK,1579454072,34,24.14,67.45,64.83,3.98
Cairns,82,AU,1579453810,83,-16.92,145.77,78.8,5.82
Seoul,1,KR,1579453952,92,37.57,126.98,35.6,2.84
Newport,0,GB,1579453982,75,51.59,-3.0,41.0,3.47
Hong Gai,75,VN,1579454073,82,20.96,107.09,62.6,4.7
Zhigansk,100,RU,1579454073,95,66.77,123.37,-11.38,13.94
Sandacho,90,JP,1579454073,66,34.88,135.23,48.2,13.87
Hendek,75,TR,1579454073,80,40.8,30.75,41.0,0.56
Howard Springs,90,AU,1579454073,78,-12.5,131.05,82.99,14.99
Puerto Cabezas,75,NI,1579454074,88,14.04,-83.39,82.4,11.41
Tucumcari,1,US,1579454074,59,35.17,-103.72,37.4,11.41
Vardo,0,NO,1579454033,92,70.37,31.11,15.8,35.57
Mazamari,77,PE,1579454074,65,-11.33,-74.53,77.94,0.65
Nizhnyaya Poyma,100,RU,1579454074,79,56.16,97.19,15.55,11.41
Killybegs,40,IE,1579454074,75,54.63,-8.45,44.6,4.7
Tabory,58,RU,1579454074,89,58.52,64.55,-0.11,4.72
Cedar City,1,US,1579453997,79,37.68,-113.06,28.99,3.29
Bucak,0,TR,1579454074,68,37.46,30.59,51.8,11.41
Sobolevo,41,RU,1579454075,95,54.43,31.9,27.54,6.13
Yola,0,NG,1579454075,24,9.2,12.48,79.05,2.82
Anamur,75,TR,1579454075,100,36.08,32.84,48.2,2.24
Godfrey,1,US,1579454075,56,38.96,-90.19,21.0,11.41
Nador,40,MA,1579454075,67,35.17,-2.93,57.99,11.41
Omsukchan,20,RU,1579454075,100,62.53,155.8,-30.33,3.94
Maracaju,94,BR,1579454075,60,-21.61,-55.17,88.18,3.51
Tsalenjikha,0,GE,1579454075,48,42.6,42.07,42.8,14.99
Ciudad Lazaro Cardenas,100,MX,1579454075,47,17.96,-102.2,88.61,0.94
Sao Joao da Barra,75,BR,1579454076,54,-21.64,-41.05,82.4,16.11
Kumul,0,CN,1579454076,47,42.8,93.45,16.68,5.28
Lebanon,1,US,1579453899,47,36.21,-86.29,36.0,6.93
Aurdal,88,NO,1579454076,71,60.92,9.42,26.01,4.0
Tautira,40,PF,1579454076,78,-17.73,-149.15,80.01,2.24
Aswan,0,EG,1579454076,37,24.09,32.91,62.6,9.17
Nizhniy Tsasuchey,59,RU,1579454076,79,50.52,115.13,-3.42,7.7
Ushtobe,100,KZ,1579454077,73,45.25,77.98,16.25,3.36
Maple Creek,28,CA,1579454077,81,49.92,-109.48,7.12,3.09
Killam,97,CA,1579454077,64,52.78,-111.85,-11.0,1.99
Greifswald,37,DE,1579454077,89,54.1,13.38,39.0,7.31
Uyemskiy,90,RU,1579454077,85,64.47,40.85,17.6,11.18
Antofagasta,40,CL,1579454077,65,-23.65,-70.4,77.0,10.29
Simi,32,SL,1579454077,13,9.57,-12.35,96.22,1.43
Silale,69,LT,1579454077,98,55.49,22.18,35.44,4.88
Kharp,49,RU,1579454078,93,66.8,65.81,0.59,11.23
Kappeln,13,DE,1579454078,86,54.66,9.93,41.0,10.29
Lengshuijiang,49,CN,1579454078,77,27.69,111.43,42.01,1.21
Varkaus,100,FI,1579454078,98,62.33,27.87,30.0,4.0
Bosobolo,36,CD,1579453865,31,4.18,19.9,82.69,1.19
Walvis Bay,13,NA,1579454078,60,-22.96,14.51,71.6,11.41
Broome,90,US,1579454078,68,42.25,-75.83,32.0,19.46
Nyurba,12,RU,1579454078,92,63.28,118.33,-14.91,5.32
Natitingou,0,BJ,1579454079,14,10.3,1.38,87.8,6.93
Palora,90,EC,1579454079,83,-1.7,-77.93,73.4,2.24
Arrondissement du Havre,20,FR,1579454079,81,49.58,0.33,42.8,14.99
Salta,75,AR,1579454079,54,-24.79,-65.41,84.2,5.82
Savannah Bight,61,HN,1579454079,71,16.45,-85.85,80.06,6.62
Gazojak,97,TM,1579454079,89,41.19,61.4,35.67,0.83
Chernogorsk,97,RU,1579454079,84,53.82,91.28,1.4,6.76
Lebu,14,CL,1579454079,32,-37.62,-73.65,71.98,10.8
Vic,20,ES,1579453928,36,41.93,2.25,53.01,26.4
Whitianga,0,NZ,1579454080,90,-36.83,175.7,59.0,4.29
Leshukonskoye,82,RU,1579454080,88,64.9,45.76,4.8,5.86
Bandhi,58,PK,1579454080,55,26.59,68.3,60.8,4.7
Marsaxlokk,20,MT,1579453992,71,35.84,14.54,57.0,2.24
Mikhaylovka,58,RU,1579454080,95,50.06,43.24,24.91,7.25
Billings,20,US,1579453868,58,45.78,-108.5,25.0,23.04
Kasongo,100,CD,1579454080,93,-4.45,26.67,70.77,2.39
Nemuro,100,JP,1579454080,73,43.32,145.57,28.44,10.38
Rosetta,40,EG,1579454081,67,31.4,30.42,59.0,8.05
Bud,90,US,1579454081,78,39.45,-86.18,14.0,13.87
Tambopata,24,PE,1579454081,38,-12.73,-69.18,98.08,3.06
High Level,75,CA,1579454081,83,58.52,-117.14,-9.4,13.87
Camacupa,81,AO,1579454057,90,-12.02,17.48,66.6,3.38
Koubia,42,GN,1579454081,15,11.58,-11.9,85.06,1.88
Camp Verde,1,US,1579454081,23,34.56,-111.85,53.01,13.87
Tecpan,75,GT,1579454081,64,14.76,-90.99,70.0,23.04
Northam,0,GB,1579454082,90,51.03,-4.22,42.01,1.99
Obidos,98,BR,1579454082,51,-1.92,-55.52,92.28,5.21
Manaus,75,BR,1579453869,79,-3.1,-60.02,84.2,4.7
Ugoofaaru,77,MV,1579454082,77,5.67,73.0,82.99,18.07
Ulladulla,71,AU,1579454082,100,-35.35,150.47,66.99,4.43
Winsum,75,NL,1579454082,86,53.33,6.52,43.0,3.36
Dillon,75,US,1579454083,72,34.42,-79.37,63.0,13.87
Jijiang,28,CN,1579454083,75,29.29,106.25,42.8,6.71
Carutapera,100,BR,1579454083,77,-1.2,-46.02,82.85,17.09
Pocone,49,BR,1579454083,42,-16.26,-56.62,95.77,2.24
Bamnet Narong,1,TH,1579454083,54,15.5,101.69,73.09,7.05
Utete,63,TZ,1579454083,92,-7.99,38.76,76.87,3.69
Avera,40,US,1579454084,53,33.19,-82.53,55.4,13.87
Gazli,100,UZ,1579454084,65,40.13,63.45,39.36,2.33
Aranda de Duero,16,ES,1579453889,61,41.67,-3.69,30.07,22.53
Ponta Delgada,75,PT,1579454084,77,37.73,-25.67,64.4,14.99
Kasempa,63,ZM,1579454084,94,-13.46,25.83,66.69,5.46
San Cristobal,40,VE,1579454084,78,7.77,-72.22,80.6,5.82
Anloga,20,GH,1579454020,66,5.79,0.9,87.8,8.05
Yangi Marg`ilon,100,UZ,1579454084,43,40.43,71.72,33.8,2.24
Williams Lake,75,CA,1579454084,74,52.14,-122.14,33.8,20.8
Asau,90,RO,1579454085,80,46.43,26.4,33.8,3.36
Owatonna,75,US,1579454085,84,44.08,-93.23,8.01,10.29
Yangjiang,18,CN,1579454085,79,21.85,111.97,55.04,3.56
Vila do Maio,17,CV,1579454085,42,15.13,-23.22,82.4,12.75
Bilibino,100,RU,1579454085,97,68.05,166.44,-22.27,3.22
Perth,0,AU,1579453880,68,-31.93,115.83,66.2,8.05
Plettenberg Bay,95,ZA,1579454085,81,-34.05,23.37,65.62,22.75
Mizdah,100,LY,1579454085,55,31.45,12.98,50.18,10.22
La Paz,40,BO,1579454086,51,-16.5,-68.15,59.0,11.41
Itarema,95,BR,1579454086,64,-2.92,-39.92,86.36,12.44
Riviere-au-Renard,90,CA,1579454086,78,49.0,-64.4,12.2,4.7
Manbij,90,SY,1579454086,93,36.53,37.95,37.4,6.93
San Patricio,40,MX,1579454086,74,19.22,-104.7,80.6,6.93
Alice Springs,50,AU,1579454086,57,-23.7,133.88,75.2,5.82
Machali,75,CL,1579454086,44,-34.18,-70.67,77.0,6.93
Sibolga,87,ID,1579454086,96,1.74,98.78,72.1,2.84
Dzilam Gonzalez,1,MX,1579454086,76,21.28,-88.93,76.24,10.6
Poronaysk,100,RU,1579454087,88,49.22,143.12,6.12,4.56
Yumen,0,CN,1579454087,78,40.28,97.2,13.19,9.37
Cho Dok,23,VN,1579454087,83,10.7,105.12,72.01,5.21
Culpeper,90,US,1579454087,55,38.5,-77.97,51.01,19.46
Ribas do Rio Pardo,42,BR,1579454087,52,-20.44,-53.76,89.37,5.5
Wufeng,100,CN,1579454087,93,27.45,104.83,35.47,2.39
Cam Ranh,20,VN,1579454087,69,11.92,109.16,77.0,9.17
Ponazyrevo,100,RU,1579454088,97,58.36,46.31,31.96,7.16
Teeli,100,RU,1579454088,80,51.03,90.23,4.82,3.91
Tarkwa,76,GH,1579454088,72,5.31,-1.98,82.96,7.02
Annau,90,TM,1579454088,65,37.89,58.52,44.6,2.24
Portlethen,99,GB,1579454088,60,57.05,-2.13,44.01,2.24
Marzuq,4,YE,1579454088,79,14.4,46.47,58.53,3.91
Karasburg,0,NA,1579454088,31,-28.02,18.75,75.34,15.37
Pilani,25,IN,1579454088,43,28.37,75.6,51.75,3.8
Portland,75,US,1579453762,100,45.52,-122.68,46.99,3.36
Cangucu,20,BR,1579454089,62,-31.39,-52.68,86.0,9.17
Bogashevo,75,RU,1579454089,78,56.37,85.14,8.6,11.18
Forsytheganj,0,BY,1579454089,84,52.63,29.73,28.02,3.74
Sao Joao Evangelista,57,BR,1579454089,86,-18.55,-42.76,77.11,4.54
Oloron-Sainte-Marie,89,FR,1579454089,56,43.19,-0.61,48.2,8.05
Mount Isa,99,AU,1579454089,35,-20.73,139.5,84.2,6.6
Angol,41,CL,1579454089,15,-37.8,-72.72,86.99,9.01
Amalapuram,20,IN,1579454089,74,16.58,82.02,78.8,5.82
Timra,75,SE,1579454090,67,62.49,17.33,41.0,5.82
Atambua,73,ID,1579454090,91,-9.11,124.89,76.14,2.37
Kailua,90,US,1579454090,60,21.4,-157.74,72.0,16.11
Horta,75,PT,1579454090,82,38.53,-28.63,66.2,16.11
Oranjemund,2,NA,1579454090,73,-28.55,16.43,64.9,8.19
Reichenbach an der Fils,40,DE,1579454090,96,48.71,9.46,37.99,2.24
Aalborg,15,DK,1579453900,89,57.05,9.92,41.0,7.49
Lerwick,75,GB,1579454090,76,60.15,-1.15,48.2,32.21
Orativ,90,UA,1579454090,86,49.19,29.53,26.6,2.46
Krieglach,100,AT,1579454091,48,47.53,15.55,39.2,9.17
Dunedin,81,NZ,1579454091,94,-45.87,170.5,57.0,3.0
Riosucio,40,CO,1579454091,65,5.42,-75.7,80.6,6.93
Paita,36,PE,1579454091,100,-5.09,-81.11,62.6,18.34
Sisimiut,99,GL,1579454091,91,66.94,-53.67,-3.86,10.58
Chitral,92,PK,1579454091,47,35.85,71.79,4.55,4.25
Bay City,90,US,1579454091,79,43.59,-83.89,23.0,9.17
Berbera,14,SO,1579454091,74,10.44,45.01,76.28,11.68
Izhevskoye,29,RU,1579454092,95,54.56,40.87,25.57,7.34
Port-Gentil,20,GA,1579454092,74,-0.72,8.78,86.0,9.17
Cockburn Town,0,TC,1579454092,73,21.46,-71.14,75.31,20.87
Imbituba,40,BR,1579454092,58,-28.24,-48.67,84.2,11.41
Sawakin,94,SD,1579454092,76,19.11,37.33,73.06,18.32
Najran,0,SA,1579453921,14,17.49,44.13,75.2,6.93
